Date,Snow Water Equivalent (in) Start of Day Values,Change In Snow Water Equivalent (in),Snow Depth (in) Start of Day Values,Change In Snow Depth (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2019-03-26,21.3,0,76,-2,32.2,48.2,19.4
2019-03-27,21.3,0,74,-2,36.3,48.9,28.4
2019-03-28,21.3,0,73,-1,34.2,47.5,22.3
2019-03-29,21.3,0,72,-1,20.5,34.2,7.5
2019-03-30,21.4,0.1,75,3,15.6,29.8,6.1
2019-03-31,21.4,0,74,-1,15.3,34.7,5
2019-04-01,21.4,0,72,-2,20.3,32,8.4
2019-04-02,21.5,0.1,72,0,26.6,37.4,19.4
2019-04-03,21.7,0.2,73,1,26.4,36.7,21.6
2019-04-04,21.7,0,73,0,29.7,44.6,21.4
2019-04-05,21.7,0,71,-2,32.4,47.8,22.6
2019-04-06,21.7,0,70,-1,29.1,41.9,19.2
2019-04-07,22,0.3,71,1,30,45.7,14.7
2019-04-08,22.1,0.1,69,-2,35.2,49.6,25
2019-04-09,22.1,0,68,-1,39,53.4,27.5
2019-04-10,22.1,0,68,0,21,33.3,6.4
2019-04-11,22.7,0.6,75,7,9,16.5,4.3
2019-04-12,23.1,0.4,76,1,14.2,30.9,5.5
2019-04-13,23.1,0,75,-1,16,29.8,4.6
2019-04-14,23.3,0.2,75,0,25.9,38.1,10.8
2019-04-15,23.3,0,73,-2,35.6,49.5,27.3
2019-04-16,23,-0.3,71,-2,33.1,46.2,24.3
2019-04-17,23,0,70,-1,28.8,40.3,21.4
2019-04-18,23.2,0.2,69,-1,26.2,35.8,19.9
2019-04-19,23.7,0.5,72,3,36.3,51.3,24.6
2019-04-20,23.7,0,69,-3,37.4,55.6,25.9
2019-04-21,23.8,0.1,68,-1,30.7,43.9,19.8
2019-04-22,24,0.2,70,2,28.8,48.2,18.3
2019-04-23,24.3,0.3,69,-1,32.7,52.5,19.8
2019-04-24,24.1,-0.2,68,-1,34.3,47.5,24.1
2019-04-25,23.6,-0.5,67,-1,36.3,51.4,28.4
2019-04-26,22.8,-0.8,65,-2,35.8,49.5,28
2019-04-27,23.1,0.3,70,5,33.8,44.2,24.6
2019-04-28,23.3,0.2,70,0,31.5,41,25.3
2019-04-29,23.9,0.6,71,1,28.4,38.3,21.6
2019-04-30,24.8,0.9,76,5,28.8,44.1,23.2
2019-05-01,25,0.2,73,-3,24.4,38.3,15.3
2019-05-02,25.3,0.3,73,0,25,41.2,15.3
2019-05-03,25.3,0,72,-1,29.5,46.2,18.9
2019-05-04,25.3,0,69,-3,32.2,47.5,19.2
2019-05-05,25.2,-0.1,67,-2,35.6,50.2,26.4
2019-05-06,25,-0.2,66,-1,36.1,53.1,23.9
2019-05-07,24.8,-0.2,65,-1,34.3,48.9,26.6
2019-05-08,24.8,0,64,-1,25,43.5,16.3
2019-05-09,24.9,0.1,66,2,18.3,27.5,9.5
2019-05-10,25,0.1,69,3,25.9,40.1,14.9
2019-05-11,25.1,0.1,66,-3,28,41,15.6
2019-05-12,25.1,0,65,-1,34.5,49.1,22.3
2019-05-13,25,-0.1,63,-2,38.7,52.7,29.7
2019-05-14,25,0,61,-2,40.6,56.8,29.3
2019-05-15,24.5,-0.5,59,-2,43.5,58.8,32.4
2019-05-16,23.9,-0.6,57,-2,43.9,56.7,34.7
2019-05-17,23.5,-0.4,56,-1,31.5,46.4,17.4
2019-05-18,23.4,-0.1,57,1,23.5,32,17.4
2019-05-19,23.4,0,57,0,29.3,41.9,17.2
2019-05-20,23.4,0,57,0,26.4,35.2,19.4
2019-05-21,24,0.6,63,6,25.2,36.1,18.3
2019-05-22,24.3,0.3,61,-2,27.1,43.9,20.5
2019-05-23,24.4,0.1,59,-2,27.1,38.3,19.4
2019-05-24,24.8,0.4,62,3,29.8,43.9,18.3
2019-05-25,24.8,0,59,-3,36.1,51.3,19.9
2019-05-26,24.6,-0.2,56,-3,38.8,54.1,27.5
2019-05-27,24.5,-0.1,56,0,33.8,47.8,25.7
2019-05-28,24.2,-0.3,55,-1,27.1,37.4,20.3
2019-05-29,24.2,0,57,2,28.8,37.8,23.7
2019-05-30,24.5,0.3,60,3,32.7,48.2,18.9
2019-05-31,24.5,0,56,-4,37,53.4,28.2
2019-06-01,24.4,-0.1,55,-1,41.9,60.4,29.7
2019-06-02,24,-0.4,52,-3,40.8,60.1,32.7
2019-06-03,23.5,-0.5,50,-2,41.7,57.9,32.7
2019-06-04,22.8,-0.7,49,-1,42.1,59.2,31.8
2019-06-05,22.1,-0.7,47,-2,40.6,56.8,30.9
2019-06-06,21.4,-0.7,44,-3,44.2,59.9,31.8
2019-06-07,20.4,-1,41,-3,47.3,60.4,36.5
2019-06-08,21.6,1.2,39,-2,46.6,62.2,32.9
2019-06-09,21.1,-0.5,37,-2,34.3,46.6,25.7
2019-06-10,19.9,-1.2,34,-3,42.3,57.9,27.1
2019-06-11,18.6,-1.3,32,-2,41.9,54,32.7
2019-06-12,16.9,-1.7,29,-3,42.8,57.9,30.9
2019-06-13,15,-1.9,26,-3,45.3,59.9,36.3
2019-06-14,13.4,-1.6,24,-2,43.7,58.3,36
2019-06-15,12,-1.4,21,-3,40.8,56.8,32.9
2019-06-16,11.1,-0.9,19,-2,42.6,57.7,32.7
2019-06-17,9.9,-1.2,17,-2,40.8,55.2,34.2
2019-06-18,8.5,-1.4,15,-2,37.8,44.4,33.1
2019-06-19,7.9,-0.6,14,-1,43.5,55,33.3
2019-06-20,5.8,-2.1,10,-4,44.8,56.7,33.4
2019-06-21,4.7,-1.1,8,-2,40.1,52.2,30.9
2019-06-22,3.7,-1,6,-2,32.9,45.9,24.1
2019-06-23,3.8,0.1,9,3,30,39.9,23.2
2019-06-24,3.8,0,7,-2,41.9,54.7,32
2019-06-25,2.4,-1.4,5,-2,46.4,59,35.2
2019-06-26,1,-1.4,3,-2,49.6,63.7,36.7
2019-06-27,0.4,-0.6,2,-1,51.3,64.2,41.4
2019-06-28,0.2,-0.2,1,-1,52,68,39.4
2019-06-29,0,-0.2,0,-1,51.6,66,41.4
2019-06-30,0,0,0,0,47.7,64.8,40.1
2019-07-01,0,0,0,0,49.3,62.8,38.5
2019-07-02,0,0,0,0,48.6,60.6,38.7
2019-07-03,0,0,0,0,51.6,65.3,39.9
2019-07-04,0,0,0,0,52,67.1,39.9
2019-07-05,0,0,0,0,51.8,65.8,38.3
2019-07-06,0,0,0,0,49.6,64.9,37.9
2019-07-07,0,0,0,0,47.8,62.1,38.8
2019-07-08,0,0,0,0,46.2,59.4,38.7
2019-07-09,0,0,0,0,48.6,62.2,35.2
2019-07-10,0,0,0,0,51.8,67.8,36
2019-07-11,0,0,0,0,55.4,69.8,42.1
2019-07-12,0,0,0,0,51.8,65.3,43
2019-07-13,0,0,0,0,52.7,70.3,42.6
2019-07-14,0,0,0,0,52.2,64.2,43.2
2019-07-15,0,0,0,0,49.8,67.1,40.6
2019-07-16,0,0,0,0,53.6,68.2,41.4
2019-07-17,0,0,0,0,56.7,69.6,45.3
2019-07-18,0,0,0,0,57,70.3,47.8
2019-07-19,0,0,0,0,58.5,73.6,43.9
2019-07-20,0,0,0,0,52.2,67.6,41
2019-07-21,0,0,0,0,52.5,69.6,40.3
2019-07-22,0,0,0,0,50.4,67.8,40.5
2019-07-23,0,0,0,0,53.6,69.1,41.4
2019-07-24,0,0,0,0,54,71.1,44.2
2019-07-25,0,0,0,0,50.7,61.2,43.2
2019-07-26,0,0,0,0,50.2,60.6,42.8
2019-07-27,0,0,0,0,50.9,65.8,42.6
2019-07-28,0,0,0,0,50,63.7,41.2
2019-07-29,0,0,0,0,54,70.2,39.6
2019-07-30,0,0,0,0,53.8,70.5,44.1
2019-07-31,0,0,0,0,51.3,63.7,43.5
2019-08-01,0,0,0,0,50.2,59.7,42.4
2019-08-02,0,0,0,0,53.1,67.3,43.2
2019-08-03,0,0,0,0,54,67.5,43
2019-08-04,0,0,0,0,48.6,60.8,42.1
2019-08-05,0,0,0,0,51.3,66,41.7
2019-08-06,0,0,0,0,54.9,70.2,43.5
2019-08-07,0,0,0,0,51.8,66,42.4
2019-08-08,0,0,0,0,50.4,64,43
2019-08-09,0,0,0,0,50.9,65.1,39.4
2019-08-10,0,0,0,0,47.7,57,42.6
2019-08-11,0,0,0,0,45.9,53.6,41.9
2019-08-12,0,0,0,0,49.8,63.3,38.5
2019-08-13,0,0,0,0,50.2,63.3,40.6
2019-08-14,0,0,0,0,51.3,65.5,39.6
2019-08-15,0,0,0,0,52.9,63.9,44.1
2019-08-16,0,0,0,0,52.2,67.1,43.9
2019-08-17,0,0,0,0,50.7,62.8,41.9
2019-08-18,0,0,0,0,53.8,67.1,41.9
2019-08-19,0,0,0,0,53.8,67.5,42.8
2019-08-20,0,0,0,0,53.6,68.9,43.2
2019-08-21,0,0,0,0,50.7,68,39
2019-08-22,0,0,0,0,50.2,64.4,38.8
2019-08-23,0,0,0,0,49.5,62.6,39.6
2019-08-24,0,0,0,0,51.3,63.1,40.6
2019-08-25,0,0,0,0,55.8,67.3,48
2019-08-26,0,0,0,0,50.7,65.1,38.8
2019-08-27,0,0,0,0,48.2,64,36
2019-08-28,0,0,0,0,50.9,66.2,36.7
2019-08-29,0,0,0,0,51.8,65.8,42.8
2019-08-30,0,0,0,0,50.2,65.1,41.4
2019-08-31,0,0,0,0,52,65.3,41.2
2019-09-01,0,0,0,0,54,68.9,43.2
2019-09-02,0,0,0,0,54.9,70,43.7
2019-09-03,0,0,0,0,52.9,70.7,43.5
2019-09-04,0,0,0,0,53.1,67.6,44.1
2019-09-05,0,0,0,0,51.4,67.5,43.2
2019-09-06,0,0,0,0,47.1,65.1,37.2
2019-09-07,0,0,0,0,46.6,59,40.3
2019-09-08,0,0,0,0,45.7,61,37.9
2019-09-09,0,0,0,0,45.7,58.5,36.7
2019-09-10,0,0,0,0,46.4,61.5,34.9
2019-09-11,0,0,0,0,43,59.9,30.6
2019-09-12,0,0,0,0,37.4,49.5,28.8
2019-09-13,0,0,0,0,45.3,60.4,34.3
2019-09-14,0,0,0,0,47.3,62.6,36
2019-09-15,0,0,0,0,49.3,63.7,37.9
2019-09-16,0,0,0,0,,,
2019-09-17,0,0,0,0,45.5,56.1,37
2019-09-18,0,0,0,0,45.9,57.6,37.2
2019-09-19,0,0,0,0,48,61.5,38.1
2019-09-20,0,0,0,0,45.5,58.3,33.1
2019-09-21,0,0,0,0,38.8,54.9,28.8
2019-09-22,0,0,0,0,39.9,53.6,28.4
2019-09-23,0,0,0,0,42.6,55.2,32.2
2019-09-24,0,0,0,0,42.6,56.5,30.7
2019-09-25,0,0,0,0,45.7,60.8,33.3
2019-09-26,0,0,0,0,48,60.6,38.3
2019-09-27,0,0,0,0,43.2,55.9,34.2
2019-09-28,0,0,0,0,45.5,58.6,32.7
2019-09-29,0,0,0,0,47.3,58.6,40.3
2019-09-30,0,0,0,0,45.7,59,33.4
2019-10-01,0,0,0,0,45.3,58.6,32.9
2019-10-02,0,0,0,0,37.2,49.3,27.7
2019-10-03,0,0,0,0,42.3,59.2,29.8
2019-10-04,0,0,0,0,43.7,56.1,29.3
2019-10-05,0,0,0,0,34.7,47.1,25.2
2019-10-06,0,0,0,0,30.2,42.3,19.8
2019-10-07,0,0,0,0,38.3,54,27.7
2019-10-08,0,0,0,0,39.4,53.4,28.8
2019-10-09,0,0,0,0,38.5,53.2,27
2019-10-10,0.1,0.1,1,1,12.2,28.8,3.2
2019-10-11,0.2,0.1,6,5,13.8,25.7,-2.2
2019-10-12,0.3,0.1,4,-2,28.2,41.9,15.4
2019-10-13,0.4,0.1,4,0,32,46.2,21
2019-10-14,0.4,0,4,0,35.6,46,27
2019-10-15,0.5,0.1,3,-1,33.3,45.3,26.6
2019-10-16,0.5,0,3,0,38.8,51.3,31.3
2019-10-17,0.5,0,3,0,41,54.3,30.4
2019-10-18,0.5,0,3,0,27,35.1,17.8
2019-10-19,0.6,0.1,5,2,25.5,34.7,17.4
2019-10-20,0.6,0,5,0,12.4,20.5,10.4
2019-10-21,1.1,0.5,8,3,13.6,16.3,9.9
2019-10-22,1.4,0.3,14,6,22.3,31.3,14
2019-10-23,1.7,0.3,13,-1,19.8,30.6,9.5
2019-10-24,2.2,0.5,17,4,12.4,22.1,5
2019-10-25,2.2,0,15,-2,26.4,37.8,14.5
2019-10-26,2.3,0.1,14,-1,31.8,43.2,21.6
2019-10-27,2.4,0.1,13,-1,12.9,32.5,1.6
2019-10-28,2.5,0.1,17,4,7.9,13.5,3.7
2019-10-29,2.6,0.1,17,0,-0.6,8.2,-12.3
2019-10-30,2.9,0.3,19,2,-4.4,4.1,-10.3
2019-10-31,3,0.1,19,0,19.4,30.2,3
2019-11-01,3.2,0.2,17,-2,15.8,23.5,9.1
2019-11-02,3.2,0,17,0,25.3,38.1,12
2019-11-03,3.2,0,16,-1,28,34.9,21.2
2019-11-04,3.2,0,16,0,26.4,32.2,22.3
2019-11-05,3.2,0,16,0,28,38.5,20.8
2019-11-06,3.2,0,15,-1,27.9,40.3,21.4
2019-11-07,3.2,0,15,0,26.4,37.8,17.1
2019-11-08,3.2,0,15,0,27.1,36.9,22.1
2019-11-09,3.2,0,15,0,32.7,45,24.4
2019-11-10,3.2,0,15,0,33.4,43.2,26.2
2019-11-11,3.2,0,15,0,18.3,26.4,8.8
2019-11-12,3.2,0,15,0,25.7,37,9
2019-11-13,3.3,0.1,15,0,25.5,32.7,18.7
2019-11-14,3.3,0,15,0,25.7,36.1,17.4
2019-11-15,3.3,0,15,0,33.1,43.7,24.4
2019-11-16,3.4,0.1,15,0,25.5,34.2,17.4
2019-11-17,3.4,0,17,2,24.3,30.2,16.5
2019-11-18,3.5,0.1,17,0,30.4,37,27.3
2019-11-19,3.5,0,16,-1,32.5,42.8,25.2
2019-11-20,3.5,0,16,0,27,32,21.2
2019-11-21,3.9,0.4,21,5,23.5,30.2,17.8
2019-11-22,4,0.1,21,0,16,23.4,5
2019-11-23,4.1,0.1,24,3,17.4,29.1,6.3
2019-11-24,4.1,0,22,-2,23.2,32.7,17.1
2019-11-25,4.2,0.1,22,0,18.3,26.6,7.5
2019-11-26,4.2,0,22,0,1.8,7.5,-5.1
2019-11-27,4.3,0.1,24,2,14.2,24.1,-3.6
2019-11-28,4.5,0.2,22,-2,23.2,34.9,13.6
2019-11-29,4.5,0,22,0,19.4,30,5.9
2019-11-30,4.7,0.2,25,3,4.3,6.1,0.3
2019-12-01,4.8,0.1,26,1,12.9,24.1,-0.6
2019-12-02,4.9,0.1,24,-2,26.2,33.3,19.9
2019-12-03,4.9,0,24,0,20.7,25.9,14
2019-12-04,4.9,0,24,0,23.2,30.4,18
2019-12-05,5,0.1,23,-1,22.3,26.2,19.6
2019-12-06,5.1,0.1,25,2,21.2,29.3,13.6
2019-12-07,5.2,0.1,25,0,26.4,30.4,21.6
2019-12-08,5.2,0,24,-1,20.5,25.7,12.9
2019-12-09,5.4,0.2,25,1,11.5,16.9,6.6
2019-12-10,5.6,0.2,31,6,12.6,18.3,7
2019-12-11,5.6,0,29,-2,18.3,29.1,10.6
2019-12-12,5.6,0,28,-1,17.8,21.7,12.6
2019-12-13,5.9,0.3,33,5,13.1,17.8,10.8
2019-12-14,6.5,0.6,37,4,15.1,19.8,5.5
2019-12-15,7.2,0.7,45,8,4.3,12.9,-3.5
2019-12-16,7.2,0,41,-4,-3.1,3.2,-6.9
2019-12-17,7.2,0,40,-1,2.3,12.4,-8
2019-12-18,7.2,0,37,-3,14.5,26.4,6.1
2019-12-19,7.3,0.1,36,-1,12.6,21.4,5.2
2019-12-20,7.3,0,35,-1,13.8,23.5,3.4
2019-12-21,7.3,0,34,-1,22.3,31.8,10.9
2019-12-22,7.3,0,33,-1,28.2,36.7,22.3
2019-12-23,7.3,0,33,0,29.7,39.4,23.7
2019-12-24,7.3,0,32,-1,23.5,31.8,17.1
2019-12-25,7.3,0,32,0,13.8,25.5,2.7
2019-12-26,7.3,0,34,2,8.2,15.6,1.9
2019-12-27,7.3,0,34,0,14.5,23.7,6.6
2019-12-28,7.4,0.1,34,0,5,14.4,-7.8
2019-12-29,7.4,0,34,0,-4.7,1,-11.2
2019-12-30,7.4,0,34,0,0,10.8,-10.7
2019-12-31,7.4,0,33,-1,11.8,21.6,-2
2020-01-01,7.5,0.1,33,0,16.2,21,10.4
2020-01-02,7.8,0.3,37,4,7.9,14.2,4.6
2020-01-03,7.8,0,38,1,10.6,16.3,3.6
2020-01-04,7.9,0.1,38,0,20.7,30.4,12.6
2020-01-05,8,0.1,37,-1,16.3,29.1,7.7
2020-01-06,8.1,0.1,39,2,7,12.6,3.4
2020-01-07,8.1,0,38,-1,16.9,27.1,10.6
2020-01-08,8.1,0,37,-1,20.3,29.8,9.3
2020-01-09,8.2,0.1,37,0,8.6,19.4,2.5
2020-01-10,8.2,0,38,1,2.3,9.3,-2.7
2020-01-11,8.2,0,37,-1,9.5,16.5,-1.5
2020-01-12,8.3,0.1,38,1,5.4,10.4,0.3
2020-01-13,8.4,0.1,39,1,8.6,13.1,3.7
2020-01-14,8.6,0.2,39,0,17.2,23.4,12.7
2020-01-15,8.6,0,38,-1,14.5,24.8,8.1
2020-01-16,8.6,0,38,0,24.1,32.9,13.1
2020-01-17,8.7,0.1,37,-1,12.2,20.7,-0.8
2020-01-18,8.8,0.1,41,4,9.3,20.8,-1.1
2020-01-19,8.8,0,40,-1,12.2,19.2,6.8
2020-01-20,8.8,0,39,-1,21.4,32.9,8.1
2020-01-21,9,0.2,38,-1,24.1,30.6,18.3
2020-01-22,9,0,39,1,15.1,19.4,8.6
2020-01-23,9.2,0.2,46,7,12.6,16,8.2
2020-01-24,9.6,0.4,47,1,16.9,25.5,12.6
2020-01-25,9.6,0,45,-2,16.3,21.6,11.7
2020-01-26,9.8,0.2,46,1,18.9,26.4,12.4
2020-01-27,9.8,0,45,-1,16.5,27.1,6.6
2020-01-28,9.9,0.1,46,1,9.1,15.4,4.5
2020-01-29,9.9,0,45,-1,11.7,20.3,5.7
2020-01-30,9.9,0,44,-1,7.5,14.7,2.8
2020-01-31,10.1,0.2,47,3,11.1,16.9,1.2
2020-02-01,10.2,0.1,45,-2,23.7,29.3,16.2
2020-02-02,10.2,0,44,-1,31.3,41,20.8
2020-02-03,10.3,0.1,43,-1,10,26.6,-9
2020-02-04,10.3,0,47,4,-8.3,0.1,-13.7
2020-02-05,10.3,0,47,0,-5.8,0.7,-14.4
2020-02-06,10.5,0.2,47,0,8.6,13.8,-1.3
2020-02-07,11.5,1,58,11,15.8,18,12
2020-02-08,12.9,1.4,68,10,19.6,29.7,9.5
2020-02-09,13.2,0.3,69,1,12,18.9,5.9
2020-02-10,13.6,0.4,71,2,10.4,22.3,-4.4
2020-02-11,13.7,0.1,70,-1,4.6,17.1,-7.8
2020-02-12,13.8,0.1,66,-4,6.1,12.9,-0.9
2020-02-13,13.9,0.1,65,-1,7.5,14.2,2.3
2020-02-14,14,0.1,64,-1,17.6,27,11.7
2020-02-15,14.1,0.1,62,-2,16.2,25,8.1
2020-02-16,14.2,0.1,61,-1,19.2,24.8,14
2020-02-17,14.6,0.4,66,5,12.9,21.9,1.6
2020-02-18,14.7,0.1,66,0,7.9,21.4,-6
2020-02-19,14.7,0,64,-2,9.5,23.2,-2.9
2020-02-20,14.8,0.1,64,0,6.8,24.4,-6.9
2020-02-21,14.8,0,62,-2,20.1,35.6,7.9
2020-02-22,14.9,0.1,61,-1,24.6,37.2,15.6
2020-02-23,15,0.1,60,-1,18,25.5,10.8
2020-02-24,15.1,0.1,62,2,5,14.2,-1.7
2020-02-25,15.4,0.3,65,3,-2.6,3.2,-9.8
2020-02-26,15.4,0,64,-1,5.4,16.2,-8.5
2020-02-27,15.6,0.2,62,-2,13.3,22.6,9.7
2020-02-28,15.6,0,63,1,17.4,32.7,6.1
2020-02-29,15.7,0.1,62,-1,22.3,34.2,14.5
2020-03-01,15.7,0,61,-1,20.5,28.4,15.1
2020-03-02,15.8,0.1,62,1,15.3,23.5,9
2020-03-03,15.8,0,63,1,16.5,29.8,8.6
2020-03-04,15.8,0,62,-1,21.9,35.8,11.7
2020-03-05,15.8,0,61,-1,21.2,34.7,11.3
2020-03-06,15.8,0,60,-1,26.4,43.7,14.5
2020-03-07,15.9,0.1,59,-1,30.2,42.3,21.2
2020-03-08,16,0.1,59,0,28.8,41.9,19.2
2020-03-09,16,0,59,0,24.1,35.8,18.3
2020-03-10,16,0,59,0,22.5,28.2,16
2020-03-11,16.1,0.1,60,1,25.3,36.3,15.8
2020-03-12,16.2,0.1,60,0,27,38.1,19.9
2020-03-13,16.2,0,60,0,24.1,34.3,16.3
2020-03-14,16.4,0.2,62,2,23.5,35.1,16.9
2020-03-15,16.4,0,61,-1,27.5,41,18.3
2020-03-16,16.5,0.1,60,-1,27.3,42.3,16
2020-03-17,16.5,0,60,0,30.2,43.2,20.1
2020-03-18,16.5,0,59,-1,27.1,39.4,19.6
2020-03-19,16.5,0,59,0,19.4,28.8,9.7
2020-03-20,17.1,0.6,70,11,16.3,30,7.2
2020-03-21,17.5,0.4,70,0,18.9,35.2,8.1
2020-03-22,17.6,0.1,70,0,18,30.9,10
2020-03-23,17.7,0.1,71,1,20.5,36.3,6.4
2020-03-24,18,0.3,72,1,25,35.8,16.7
2020-03-25,18.2,0.2,69,-3,26.8,36.3,22.3
2020-03-26,18.2,0,67,-2,29.3,41.9,19.8
2020-03-27,18.2,0,66,-1,17.2,32.4,6.8
2020-03-28,18.4,0.2,69,3,9.3,20.3,2.3
2020-03-29,18.4,0,68,-1,16.3,29.8,2.8
2020-03-30,18.5,0.1,67,-1,20.3,31.3,10.8
2020-03-31,18.6,0.1,67,0,28,40.8,17.6
2020-04-01,18.7,0.1,66,-1,32,45.9,24.6
2020-04-02,18.7,0,66,0,23.9,39.2,10.8
2020-04-03,18.7,0,66,0,16.7,29.3,1.9
2020-04-04,18.7,0,65,-1,25.3,39,13.5
2020-04-05,18.8,0.1,64,-1,31.8,44.2,23.9
2020-04-06,18.8,0,63,-1,33.1,46.6,20.3
2020-04-07,18.8,0,62,-1,33.4,45.7,26.4
2020-04-08,18.8,0,62,0,31.5,45,23.2
2020-04-09,18.9,0.1,61,-1,34,49.3,23.5
2020-04-10,19,0.1,62,1,30.9,44.8,23.7
2020-04-11,19,0,61,-1,30.4,42.6,21.7
2020-04-12,19,0,60,-1,16.3,29.8,6.4
2020-04-13,19.4,0.4,67,7,7.2,23,-2.2
2020-04-14,19.7,0.3,68,1,6.8,22.1,-7.1
2020-04-15,19.8,0.1,67,-1,18.3,29.5,8.4
2020-04-16,20,0.2,67,0,18,32.5,11.3
2020-04-17,20.6,0.6,74,7,20.5,36.5,7.2
2020-04-18,20.7,0.1,70,-4,25.9,36.7,16.9
2020-04-19,20.7,0,70,0,24.3,38.1,12.6
2020-04-20,20.8,0.1,68,-2,27,41.9,18.3
2020-04-21,20.8,0,67,-1,29.5,45.5,17.4
2020-04-22,20.8,0,66,-1,30,42.4,20.3
2020-04-23,20.8,0,65,-1,27.9,38.8,20.5
2020-04-24,21.7,0.9,71,6,24.4,36.9,18.7
2020-04-25,21.8,0.1,70,-1,29.1,41.7,20.3
2020-04-26,21.8,0,68,-2,33.3,46.8,25.5
2020-04-27,21.8,0,66,-2,38.7,52.9,25.5
2020-04-28,21.8,0,64,-2,36.3,47.8,29.1
2020-04-29,21.7,-0.1,62,-2,40.1,56.1,27
2020-04-30,21.5,-0.2,60,-2,45,59.5,32.7
2020-05-01,21.1,-0.4,58,-2,44.4,60.4,33.8
2020-05-02,20.2,-0.9,56,-2,38.5,55.8,28.4
2020-05-03,20,-0.2,55,-1,41.7,56.1,27.7
2020-05-04,19.1,-0.9,53,-2,31.8,44.1,19.8
2020-05-05,19.1,0,53,0,31.3,46.8,18.3
2020-05-06,18.6,-0.5,51,-2,38.8,53.2,20.7
2020-05-07,18,-0.6,49,-2,32.7,46.4,17.4
2020-05-08,17.8,-0.2,48,-1,32.4,49.5,12.2
2020-05-09,17.2,-0.6,46,-2,32.2,47.3,22.1
2020-05-10,16.9,-0.3,44,-2,36.5,52,25.9
2020-05-11,16.5,-0.4,43,-1,34,42.4,29.8
2020-05-12,16.7,0.2,43,0,40.1,50.4,30.4
2020-05-13,16.7,0,42,-1,40.6,53.8,33.4
2020-05-14,16.2,-0.5,40,-2,37.4,50.2,27.7
2020-05-15,16,-0.2,39,-1,37,50.2,25.9
2020-05-16,15.7,-0.3,38,-1,37.8,52.7,29.1
2020-05-17,15.3,-0.4,37,-1,44.6,58.8,30.9
2020-05-18,14.5,-0.8,35,-2,49.5,65.7,36.7
2020-05-19,13.6,-0.9,32,-3,49.3,63,37.8
2020-05-20,12.7,-0.9,30,-2,41.7,56.7,25.3
2020-05-21,11.9,-0.8,28,-2,35.1,51.1,22.1
2020-05-22,11.1,-0.8,25,-3,40.1,54.7,25.3
2020-05-23,9.9,-1.2,23,-2,38.7,52.7,27.9
2020-05-24,9.2,-0.7,20,-3,28.4,38.5,19.6
2020-05-25,9.6,0.4,24,4,28.8,42.8,15.8
2020-05-26,9.6,0,22,-2,39.2,52.5,26.8
2020-05-27,8.4,-1.2,19,-3,41,53.4,34.3
2020-05-28,7.5,-0.9,17,-2,45.3,59.2,34.3
2020-05-29,6.2,-1.3,14,-3,48,63.9,37.9
2020-05-30,5,-1.2,10,-4,46.2,61.9,37.9
2020-05-31,3.8,-1.2,9,-1,47.5,61.2,38.5
2020-06-01,2.8,-1,7,-2,48.9,62.2,37.8
2020-06-02,1.8,-1,3,-4,48,62.2,38.7
2020-06-03,1.1,-0.7,2,-1,47.5,61,36.9
2020-06-04,0.8,-0.3,2,0,45.5,58.3,36.5
2020-06-05,0.5,-0.3,1,-1,51.1,68.2,38.7
2020-06-06,0.2,-0.3,1,0,44.8,50,39.4
2020-06-07,0.2,0,1,0,47.3,58.8,33.8
2020-06-08,0.1,-0.1,1,0,38.3,55.8,22.3
2020-06-09,0.1,0,1,0,26.6,34.5,21.7
2020-06-10,0.6,0.5,4,3,36.1,47.5,28.2
2020-06-11,0.1,-0.5,1,-3,43.2,59,29.7
2020-06-12,0,-0.1,0,-1,50.9,63.5,37.9
2020-06-13,0,0,0,0,48.6,63.3,36.3
2020-06-14,0,0,0,0,48.4,62.2,38.1
2020-06-15,0,0,0,0,50.9,66.4,36.3
2020-06-16,0,0,0,0,52.2,64.4,41.2
2020-06-17,0,0,0,0,51.8,65.8,38.3
2020-06-18,0,0,0,0,38.7,55.4,32.9
2020-06-19,0,0,0,0,36.3,45.9,31.8
2020-06-20,0,0,0,0,45,58.5,31.6
2020-06-21,0,0,0,0,47.5,58.6,39.2
2020-06-22,0,0,0,0,48.2,61.3,37.4
2020-06-23,0,0,0,0,47.8,63,35.8
2020-06-24,0,0,0,0,49.1,66.9,39.9
2020-06-25,0,0,0,0,47.7,63,37
2020-06-26,0,0,0,0,49.1,67.8,36.5
2020-06-27,0,0,0,0,51.1,63.7,39.9
2020-06-28,0,0,0,0,52,66.2,42.3
2020-06-29,0,0,0,0,51.3,68.2,41.2
2020-06-30,0,0,0,0,41.9,54.7,32.5
2020-07-01,0,0,0,0,48.6,64.8,32.7
2020-07-02,0,0,0,0,51.8,68.2,37.8
2020-07-03,0,0,0,0,50.9,68,42.4
2020-07-04,0,0,0,0,47.3,63.5,39.6
2020-07-05,0,0,0,0,50.9,64.2,39.9
2020-07-06,0,0,0,0,54.3,70.2,42.1
2020-07-07,0,0,0,0,55.2,69.4,43.2
2020-07-08,0,0,0,0,53.6,68,40.8
2020-07-09,0,0,0,0,55.2,72.3,41.4
2020-07-10,0,0,0,0,56.7,72.3,43.5
2020-07-11,0,0,0,0,57.9,74.1,42.6
2020-07-12,0,0,0,0,54.9,68,41.4
